iso_3,name,src_lvl,src_date,src_update,src_name,src_lic,src_lic1,src_url1,src_url
EGY,Egypt,0,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EGY/ADM0/geoBoundaries-EGY-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/EGY/ALL/
EGY,Egypt,1,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EGY/ADM1/geoBoundaries-EGY-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/EGY/ALL/
EGY,Egypt,2,2020-01-01,2023-01-19,"OCHA ROMENA/HDX, Central Agency for Public Mobilization and Statistics (CAPMAS)",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/egypt-administrative-boundaries-levels-0-3,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EGY/ADM2/geoBoundaries-EGY-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/EGY/ALL/
ERI,Eritrea,0,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ERI/ADM0/geoBoundaries-ERI-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/ERI/ALL/
ERI,Eritrea,1,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ERI/ADM1/geoBoundaries-ERI-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/ERI/ALL/
ERI,Eritrea,2,2020-01-01,2023-01-19,"OCHA ROSEA, OCHA ROSEA",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/eritrea-admin-level-1-boundaries,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ERI/ADM2/geoBoundaries-ERI-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/ERI/ALL/
ESP,Spain,0,2017-01-01,2023-01-19,Instituto de Geografico Nacional,Creative Commons Attribution 4.0 International (CC BY 4.0),centrodedescargas.cnig.es/CentroDescargas/index.jsp#,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM0/geoBoundaries-ESP-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/ESP/ALL/
ESP,Spain,1,2017-01-01,2023-01-19,Instituto de Geografico Nacional,Creative Commons Attribution 4.0 International (CC BY 4.0),centrodedescargas.cnig.es/CentroDescargas/index.jsp#,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM1/geoBoundaries-ESP-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/ESP/ALL/
ESP,Spain,2,2018-01-01,2023-01-19,El Instituto Nacional de Estadstica,National Institute of Statistics (INE) Data License,www.ine.es/ss/Satellite?L=0&c=Page&cid=1254735849170&p=1254735849170&pagename=Ayuda%2FINELayout,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM2/geoBoundaries-ESP-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/ESP/ALL/
ESP,Spain,3,2018-01-01,2023-01-19,"Open Data ESRI, IGN Central Registry of Cartography Area",Creative Commons Attribution 4.0 International (CC BY 4.0),www.ign.es/web/ign/portal/politica-datos,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM3/geoBoundaries-ESP-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/ESP/ALL/
EST,Estonia,0,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM0/geoBoundaries-EST-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/EST/ALL/
EST,Estonia,1,2016-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM1/geoBoundaries-EST-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/EST/ALL/
EST,Estonia,2,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM2/geoBoundaries-EST-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/EST/ALL/
EST,Estonia,3,2020-01-01,2023-01-19,"OpenStreetMap, OSM Boundaries",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM3/geoBoundaries-EST-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/EST/ALL/
ETH,Ethiopia,0,2016-01-01,2023-01-19,"Open Africa, Code for Ethiopia",Open Data Commons Open Database License 1.0,africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM0/geoBoundaries-ETH-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/ETH/ALL/
ETH,Ethiopia,1,2016-01-01,2023-01-19,"Open Africa, Code for Ethiopia",Creative Commons Attribution 4.0 (CC BY 4.0),africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM1/geoBoundaries-ETH-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/ETH/ALL/
ETH,Ethiopia,2,2016-01-01,2023-01-19,"Open Africa, Code for Ethiopia",Open Data Commons Open Database License 1.0,africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM2/geoBoundaries-ETH-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/ETH/ALL/
ETH,Ethiopia,3,2016-01-01,2023-01-19,"Open Africa, Code for Ethiopia",Open Data Commons Open Database License 1.0,africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM3/geoBoundaries-ETH-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/ETH/ALL/
FIN,Finland,0,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM0/geoBoundaries-FIN-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/FIN/ALL/
FIN,Finland,1,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM1/geoBoundaries-FIN-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/FIN/ALL/
FIN,Finland,2,2016-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM2/geoBoundaries-FIN-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/FIN/ALL/
FIN,Finland,3,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM3/geoBoundaries-FIN-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/FIN/ALL/
FJI,Fiji,0,2017-01-01,2023-01-19,"geoBoundaries, OpenStreetMap",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM0/geoBoundaries-FJI-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/
FJI,Fiji,1,2006-01-01,2023-01-19,"geoBoundaries, Wikimedia Commons",Creative Commons Attribution 2.5 Generic,en.wikipedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM1/geoBoundaries-FJI-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/
FJI,Fiji,2,2020-01-01,2023-01-19,pacificdata.org,Creative Commons Attribution 4.0 (CC BY 4.0),pacificdata.org/data/geographic_data/2007_fji_phc_admin_boundaries/resource/5880cadb-2287-4eac-9f3d-8b321730e6cd,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM2/geoBoundaries-FJI-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/
FJI,Fiji,3,2017-01-01,2023-01-19,"SOPAC, Fiji Islands Bureau of Statistics, PacGeo",Open Data Commons Open Database License 1.0,www.pacgeo.org/about/,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM3/geoBoundaries-FJI-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/
FJI,Fiji,4,2007-01-01,2023-01-19,Pacific Data Hub,Creative Commons Attribution 4.0 (CC BY 4.0),pacificdata.org/data/dataset/2007_fji_phc_admin_boundaries,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM4/geoBoundaries-FJI-ADM4.geojson,https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/
FLK,Falkland Islands (Malvinas),0,2021-01-01,2023-01-19,raster2polygon from Sentinel-2 10m Land Cover where Image Year = 2021 / exclude gridcode = 1 (water) / dissolve / processed by IMB,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FLK/ADM0/geoBoundaries-FLK-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/FLK/ALL/
FRA,France,0,2016-01-01,2023-01-19,"geoBoundaries, Wikipedia",CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,creativecommons.org/publicdomain/zero/1.0/deed.en,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM0/geoBoundaries-FRA-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/FRA/ALL/
FRA,France,1,2022-01-01,2023-01-19,Institut national de l'information géographique et forestière (IGN-F),Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM1/geoBoundaries-FRA-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/FRA/ALL/
FRA,France,2,2022-01-01,2023-01-19,Institut national de l'information géographique et forestière (IGN-F),Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM2/geoBoundaries-FRA-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/FRA/ALL/
FRA,France,3,2022-01-01,2023-01-19,Institut national de l'information géographique et forestière (IGN-F),Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM3/geoBoundaries-FRA-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/FRA/ALL/
FRA,France,4,2015-01-01,2023-01-19,"OpenStreetMap, Data.gouv.fr (http//data.gouv.fr)",Open Data Commons Open Database License 1.0,www.data.gouv.fr/en/datasets/contours-osm-des-cantons-electoraux-departementaux-2015/,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM4/geoBoundaries-FRA-ADM4.geojson,https://www.geoboundaries.org/api/current/gbOpen/FRA/ALL/
FRA,France,5,2020-01-01,2023-01-19,"Republic of France, Regulatory Authority for Electronic Communications, Posts and Press Distribution (ARCEP)",Open Data Commons Attribution License 1.0,www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM5/geoBoundaries-FRA-ADM5.geojson,https://www.geoboundaries.org/api/current/gbOpen/FRA/ALL/
FRO,Faroe Islands,0,2021-01-01,2023-01-19,raster2polygon from Sentinel-2 10m Land Cover where Image Year = 2021 / exclude gridcode = 1 (water) / dissolve / processed by IMB,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRO/ADM0/geoBoundaries-FRO-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/FRO/ALL/
FSM,Micronesia (Fed. States of),0,2019-01-01,2023-01-19,"OCHA ROP, Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),Data https,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FSM/ADM0/geoBoundaries-FSM-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/
FSM,Micronesia (Fed. States of),1,2019-01-01,2023-01-19,"OCHA ROP, Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),Data https,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FSM/ADM1/geoBoundaries-FSM-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/
FSM,Micronesia (Fed. States of),2,2019-01-01,2023-01-19,"OCHA ROP, Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),Data https,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FSM/ADM2/geoBoundaries-FSM-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/
GAB,Gabon,0,2005-01-01,2023-01-19,"geoBoundaries, Wikipedia",Creative Commons Attribution-ShareAlike 3.0 Unported,en.wikipedia.org/wiki/Subdivisions_of_Gabon#/media/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GAB/ADM0/geoBoundaries-GAB-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GAB/ALL/
GAB,Gabon,1,2005-01-01,2023-01-19,"geoBoundaries, Wikipedia",Creative Commons Attribution-ShareAlike 3.0 Unported,en.wikipedia.org/wiki/Subdivisions_of_Gabon#/media/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GAB/ADM1/geoBoundaries-GAB-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GAB/ALL/
GAB,Gabon,2,2018-01-01,2023-01-19,"geoBoundaries, Wikimedia",Creative Commons Attribution 3.0 License,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GAB/ADM2/geoBoundaries-GAB-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GAB/ALL/
GBR,United Kingdom,0,2021-01-01,2023-01-19,Eurostat- European Commission,Creative Commons Attribution 4.0 (CC BY 4.0),ec.europa.eu/info/legal-notice_en,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GBR/ADM0/geoBoundaries-GBR-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GBR/ALL/
GBR,United Kingdom,1,2021-01-01,2023-04-22,Eurostat- European Commission,Creative Commons Attribution 4.0 International (CC BY 4.0),ec.europa.eu/info/legal-notice_en,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GBR/ADM1/geoBoundaries-GBR-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GBR/ALL/
GBR,United Kingdom,2,2019-01-01,2023-01-19,Office for National Statistics Open Geography Portal,Open Government Licence v3.0,geoportal.statistics.gov.uk/datasets/b216b4c8a4e74f6fb692a1785255d777_0?geometry=-19.125%2C53.451%2C14.252%2C57.788,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GBR/ADM2/geoBoundaries-GBR-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GBR/ALL/
GBR,United Kingdom,3,2020-01-01,2023-03-23,Office for National Statistics,Open Government Licence v3.0,www.ons.gov.uk/methodology/geography/licences,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GBR/ADM3/geoBoundaries-GBR-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/GBR/ALL/
GEO,Georgia,0,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GEO/ADM0/geoBoundaries-GEO-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GEO/ALL/
GEO,Georgia,1,2015-01-01,2023-01-19,"geoBoundaries, Wikimedia",Creative Commons Attribution 3.0 License,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GEO/ADM1/geoBoundaries-GEO-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GEO/ALL/
GEO,Georgia,2,2007-01-01,2023-01-19,"geoBoundaries, Wikimedia Commons",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GEO/ADM2/geoBoundaries-GEO-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GEO/ALL/
GGY,Guernsey,0,2021-01-01,2023-01-19,raster2polygon from Sentinel-2 10m Land Cover where Image Year = 2021 / exclude gridcode = 1 (water) / dissolve / processed by IMB,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GGY/ADM0/geoBoundaries-GGY-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GGY/ALL/
GHA,Ghana,0,2007-01-01,2023-01-19,Stanford Digital Repository,Public Domain,purl.stanford.edu/rh271yg5585,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GHA/ADM0/geoBoundaries-GHA-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GHA/ALL/
GHA,Ghana,1,2021-01-01,2023-01-19,Open Street Map,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GHA/ADM1/geoBoundaries-GHA-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GHA/ALL/
GHA,Ghana,2,2019-01-01,2023-01-19,"USAID Ghana HPNO, Ghana Statistical Service",Creative Commons Attribution 4.0 International (CC BY 4.0),creativecommons.org/licenses/by/4.0/,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GHA/ADM2/geoBoundaries-GHA-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GHA/ALL/
GIB,Gibraltar,0,2021-01-01,2023-01-19,raster2polygon from Sentinel-2 10m Land Cover where Image Year = 2021 / exclude gridcode = 1 (water) / dissolve / erase adm0 overlap / processed by IMB,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIB/ADM0/geoBoundaries-GIB-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GIB/ALL/
GIN,Guinea,0,2020-01-01,2023-01-19,OSM Boundaries,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM0/geoBoundaries-GIN-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GIN/ALL/
GIN,Guinea,1,2017-01-01,2023-08-30,"World Food Programme, OCHA ROWCA",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guinea-geodatabase,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM1/geoBoundaries-GIN-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GIN/ALL/
GIN,Guinea,2,2017-01-01,2023-01-19,"World Food Programme, OCHA ROWCA",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guinea-geodatabase,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM2/geoBoundaries-GIN-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GIN/ALL/
GIN,Guinea,3,2021-01-01,2023-01-19,"World Food Programme, OCHA ROWCA",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guinea-geodatabase,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM3/geoBoundaries-GIN-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/GIN/ALL/
GLP,Guadeloupe,0,2021-01-01,2023-01-19,raster2polygon from Sentinel-2 10m Land Cover where Image Year = 2021 / exclude gridcode = 1 (water) / dissolve / processed by IMB,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GLP/ADM0/geoBoundaries-GLP-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GLP/ALL/
GLP,Guadeloupe,4,2022-01-01,2023-01-19,Institut national de l'information géographique et forestière (IGN-F),Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GLP/ADM4/geoBoundaries-GLP-ADM4.geojson,https://www.geoboundaries.org/api/current/gbOpen/GLP/ALL/
GMB,Gambia,0,2020-01-01,2023-01-19,"geoBoundaries, Knippenberg, Erwin, & Moritz, Meyer. “The Hidden Potential of Mobile Phone Data Insights on COVID-19 in the Gambia.” The World Bank Data Catalog",Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM0/geoBoundaries-GMB-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GMB/ALL/
GMB,Gambia,1,2020-01-01,2023-01-19,"Knippenberg, Erwin, & Moritz, Meyer. “The Hidden Potential of Mobile Phone Data Insights on COVID-19 in the Gambia.” Data Blog, The World Bank Data Catalog",Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM1/geoBoundaries-GMB-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GMB/ALL/
GMB,Gambia,2,2020-01-01,2023-01-19,"geoBoundaries, Knippenberg, Erwin, & Moritz, Meyer. “The Hidden Potential of Mobile Phone Data Insights on COVID-19 in the Gambia.” The World Bank Data Catalog",Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM2/geoBoundaries-GMB-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GMB/ALL/
GMB,Gambia,3,2020-01-01,2023-01-19,"Knippenberg, Erwin, & Moritz, Meyer. “The Hidden Potential of Mobile Phone Data Insights on COVID-19 in the Gambia.” Data Blog, The World Bank Data Catalog",Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM3/geoBoundaries-GMB-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/GMB/ALL/
GNB,Guinea-Bissau,0,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNB/ADM0/geoBoundaries-GNB-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GNB/ALL/
GNB,Guinea-Bissau,1,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNB/ADM1/geoBoundaries-GNB-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GNB/ALL/
GNB,Guinea-Bissau,2,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNB/ADM2/geoBoundaries-GNB-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GNB/ALL/
GNQ,Equatorial Guinea,0,2016-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNQ/ADM0/geoBoundaries-GNQ-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/GNQ/ALL/
GNQ,Equatorial Guinea,1,2016-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNQ/ADM1/geoBoundaries-GNQ-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/GNQ/ALL/
GNQ,Equatorial Guinea,2,2013-01-01,2023-01-19,"World Resources Institute, Congo Forest Basin Atlas",Creative Commons Attribution 4.0 International (CC BY 4.0),gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNQ/ADM2/geoBoundaries-GNQ-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/GNQ/ALL/
